1,P,I,4,1,2,3,5
1,E,I,2,3,1,5,4
1,S,I,5,3,1,4,2
1,E,I,4,3,2,5,1
1,L,I,4,3,1,2,5
2,P,I,4,2,3,1,5
2,E,I,2,5,4,1,3
2,E,I,1,2,4,3,5
2,S,I,1,4,5,5,3
2,L,I,1,3,5,4,2
3,P,I,4,2,1,5,3
3,E,I,4,0,2,3,5
3,S,I,2,5,1,4,3
3,L,I,3,5,4,2,1
3,E,I,0,5,0,4,0
3,L,I,2,5,1,4,4
4,P,I,3,4,2,1,5
4,E,I,4,5,3,2,1
4,E,T,1,2,2,2,1
4,E,I,5,3,1,4,1
4,L,I,1,1,1,1,1
4,B,I,0,1,0,0,0
5,P,I,4,5,1,3,2
5,E,I,4,5,1,2,3
5,L,I,3,5,2,4,1
5,E,T,2,0,0,0,2
5,E,I,3,1,5,4,2
5,L,I,4,2,5,3,0
6,P,I,2,4,1,3,5
6,E,I,4,2,5,1,3
6,S,T,2,0,0,0,2
6,S,I,5,1,1,4,3
6,L,I,3,2,1,4,5
